Departure Time,Arrival Time,Departure Airport,Arrival Airport,Flight Type,Duration,Airline,Price,Class Info,Flight URL
18:20,17:10+1,CMN,IST,"2 escalesCDG, AMS",20h 50min,KLM,1394.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.150579.51eb01a045314f13d96ebeb2a3f813ab&h=386a87f1afdd&sub=F-2835742843240355364E04a55f803a6&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
18:20,16:30+1,CMN,IST,1 escaleCDG,20h 10min,"Air France, KLM",1571.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.169770.f34c123234dcce0a7009a86e089e4fc5&h=7b9ff6e0ec32&sub=F-2835742842240162727E0f1f1e8a2cc&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14
18:20,17:10+1,CMN,IST,"2 escalesCDG, AMS",20h 50min,KLM,1568.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.169386.00bfa6ec58e0e8e0601d13421e29ed1b&h=289219863a63&sub=F-2835742842490231408E0a4c168af55&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M15
07:30,18:35,CMN,ABJ,1 escaleCDG,12h 05min,Air France,1944.0,Light,https://www.kayak.fr/book/flight?code=XlGCPjPxMG.scU5lTLQcTc.210018.9ecb3ead3ae8cbde413e39c338bbb753&h=e6981114bf96&sub=F1076344175167947184E01219808761&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0
07:30,18:35,CMN,ABJ,1 escaleCDG,12h 05min,Air France,1827.0,Light,https://www.kayak.fr/book/flight?code=XlGCPjPxMG.scU5lTLQcTc.197372.9e83163bd60051edeb053892da69fcd5&h=bc8e6d983702&sub=F1076344175069811149E069918aa896&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
07:30,18:35,CMN,ABJ,1 escaleCDG,12h 05min,Air France,1837.0,Light,https://www.kayak.fr/book/flight?code=XlGCPjPxMG.scU5lTLQcTc.198514.770fc267c3d93f647792965839665535&h=7563cf08bbf5&sub=F1076344175760004513E069918aa896&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",370.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.39890.29b000025266df61b0aa62d6cff94a95&h=aea281f6e764&sub=F-6717299602550742769E0ac91e94d53&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",361.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.38917.d989a1d8e15e96d948f8e0a228fb66a3&h=6da93497ee94&sub=F-6717299606042253175E0fa4519afbe&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",512.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.55238.c108fb8550d56c9fc153c04d8daf131a&h=0e816aa4819e&sub=F-6717299605017753142E0846c556f42&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",361.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.38917.6a0f8569b5dc2937f198124a266828f0&h=cf3cfada1c62&sub=F-6717299602265029177E0fa4519afbe&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",422.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.45511.4f58399e0ab6e6bc65c5cf31478c5972&h=3a037c61cc24&sub=F-6717299604896065534E0626ea216d2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,KLM,623.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.67317.3531c152b645a7bf4ff0bb5002a71330&h=dc9ceb1bf0c7&sub=F-6717299603728332238E005426496b7&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",392.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.42268.bb7c6b57af2448198455df844e0ee64e&h=caa19e3fca94&sub=F-6717299605473264543E06d6f6d8f14&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",370.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.39890.f27f924ce40421c33f9301de97e5a284&h=43214f865f44&sub=F-6717299605935047578E0ac91e94d53&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",361.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.38917.31c70435004a451afaceedd1856b0f52&h=934f7baca90a&sub=F-6717299603716897372E0fa4519afbe&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",512.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.55238.ea879e55c68342a59be829751491e0fb&h=c8f8ecfdf91f&sub=F-6717299604173569405E0846c556f42&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",361.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.38917.244e42696fb4069d1e6c53b0acf6f7fe&h=b38ab336c230&sub=F-6717299603226795314E0fa4519afbe&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",422.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.45511.4008507aa666ab5fae8800e8c4986b85&h=f903b63983cf&sub=F-6717299602747571193E0626ea216d2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M15
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,KLM,623.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.67317.0f786f2c422eb75657b364a95e69a9ce&h=110254984c58&sub=F-6717299602690087899E005426496b7&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M16
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",392.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.42268.3615e6f91effaf89ed4ba36cf5e40260&h=9a98914af049&sub=F-6717299605775215924E06d6f6d8f14&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M18
07:30,22:45,CMN,JED,1 escaleCDG,13h 15min,Air France,2497.0,Standard,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.269787.320930c2b01a3d79c2f0f400e93df771&h=024f4609d963&sub=F-3221910195204843699E088fdc596af&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
15:55,11:10+1,CMN,JED,"2 escalesCDG, AUH",17h 15min,Air France,2334.0,Standard,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.252230.4b67bef8250b1ca2f2924752acb2506b&h=134995681c74&sub=F-3221910193821431695E03e6e3b58d4&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2
07:30,22:45,CMN,JED,1 escaleCDG,13h 15min,Air France,2061.0,Standard,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.222688.e72d3a85f6dcf041db6cb5d37a0fdb3c&h=d8b69918cc73&sub=F-3221910194287229033E016dbf2b516&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
15:55,11:10+1,CMN,JED,"2 escalesCDG, AUH",17h 15min,Air France,1787.0,Light,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.193134.7741e3ea859db539c595730a4e8d697c&h=2940556b9ac5&sub=F-3221910196987152486E0ad2d3bcce6&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
07:30,11:10+1,CMN,JED,"2 escalesCDG, AUH",25h 40min,Air France,2887.0,Standard,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.312002.3994865029d6f5688df954a4146dc9e9&h=d38c9978bc2e&sub=F-3221910195648120903E07637ebf1cf&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7
07:30,11:10+1,CMN,JED,"2 escalesCDG, AUH",25h 40min,Air France,2340.0,Light,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.252906.7fc183698e43d5c84d16c616fe4c34d1&h=7b8e15ebad87&sub=F-3221910195947197981E0f37b33ce3b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8
13:45,19:40,CMN,LON,1 escaleAMS,5h 55min,"KLM, Air France",448.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.48412.84082aabc4d4b8319b4a20ea8835436b&h=d87d3274da45&sub=F-8308546207754874307E0135fe09cd2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0
13:45,19:40,CMN,LON,1 escaleAMS,5h 55min,"KLM, Air France",429.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.46358.966524728d0de5dcd77c0f87eca3ae14&h=4830f40c1a2e&sub=F-8308546208435552045E0aeb27bacce&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
13:45,19:40,CMN,LON,1 escaleAMS,5h 55min,"KLM, Air France",448.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.48412.1f6a87cb83394cfc5886955e66d8111a&h=5a521f1ff419&sub=F-8308546206752026499E0135fe09cd2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2
13:45,20:15,CMN,LON,1 escaleAMS,6h 30min,"KLM, Air France",448.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.48412.f3d16f228e866088fd17c9fd67577707&h=397866882c2e&sub=F-8308546208257149731E0135fe09cd2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
13:45,20:15,CMN,LON,1 escaleAMS,6h 30min,"KLM, Air France",448.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.48412.c47e6dcffadf55ddd02ab0022f10ea3a&h=4d454cafec56&sub=F-8308546209285442653E0135fe09cd2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
13:45,19:40,CMN,LON,1 escaleAMS,5h 55min,"KLM, Air France",540.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.58356.7443328c20edbdb7887d2b1ef9f029fc&h=6f4d65e00f44&sub=F-309290797887898381E0295a446c92&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6
13:45,20:55,CMN,LON,1 escaleAMS,7h 10min,"KLM, Air France",491.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.53066.e68cd0aaef16a5a9dc0f8cbe345ac97a&h=7f81c6b7516a&sub=F-8308546209206338874E09860aa7630&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7
13:45,20:55,CMN,LON,1 escaleAMS,7h 10min,"KLM, Air France",491.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.53066.39a4a9a066468c207ef2eb1e915ddeb7&h=4eebbc75b0df&sub=F-8308546208049411444E09860aa7630&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8
13:45,19:40,CMN,LON,1 escaleAMS,5h 55min,"KLM, Air France",448.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.48412.57cf7eeee3ef85a4e08a72095dd87cf6&h=6cbf16613630&sub=F-8308546209276841835E0135fe09cd2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9
13:45,20:15,CMN,LON,1 escaleAMS,6h 30min,"KLM, Air France",540.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.58356.b4f16cc9822d37850992c555e30089a4&h=12d2fea86121&sub=F-8308546210357625038E0295a446c92&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10
13:45,20:15,CMN,LON,1 escaleAMS,6h 30min,"KLM, Air France",448.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.48412.f1ae12bcc9b885f6fdcf3034abb4ad52&h=20cc591b8965&sub=F-8308546209105899354E0135fe09cd2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11
13:45,19:40,CMN,LON,1 escaleAMS,5h 55min,"KLM, Air France",448.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.48412.2dde571b1da6c89f32ce9a12abd9f909&h=00d7709fb40f&sub=F-8308546210357151463E0135fe09cd2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M12
13:45,19:40,CMN,LON,1 escaleAMS,5h 55min,"KLM, Air France",506.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.54681.be38bda3bc70e4820a3b951f7b574a92&h=c1a4121960ac&sub=F-8308546206742332179E06343be2d44&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
13:45,20:15,CMN,LON,1 escaleAMS,6h 30min,"KLM, Air France",448.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.48412.36b43597f2dc309ffe0e066c3e78d906&h=411af8109386&sub=F-8308546208942835271E0135fe09cd2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14
13:45,20:55,CMN,LON,1 escaleAMS,7h 10min,"KLM, Air France",583.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.63010.6a739026e0f0b3a874c13b48b03fd24b&h=37d21d336110&sub=F-309290799278875132E067a2bed764&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M15
13:45,20:55,CMN,LON,1 escaleAMS,7h 10min,"KLM, Air France",491.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.53066.d9e0e435c2a23f7dd86c31efc31529fb&h=e6a5246265e0&sub=F-8308546206439117523E09860aa7630&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M16
15:55,06:10+2,CMN,SYD,"2 escalesCDG, AUH",29h 15min,Air France,2297.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.248180.ff3ce480bdda494103a435e40722a55e&h=90b7b2f4920c&sub=F-6890336016635650853E0be1e965d9f&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0
15:55,06:10+2,CMN,SYD,"2 escalesCDG, AUH",29h 15min,Air France,2297.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.248180.ada3af18cb5d7ca2104b3f9c6340eae4&h=b2d1656e45f5&sub=F-6890336014777669312E0be1e965d9f&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
15:55,06:10+2,CMN,SYD,"2 escalesCDG, AUH",29h 15min,Air France,2297.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.248180.8f13231a8e9f5aee253ed709012d7c7c&h=6def95ba240d&sub=F-6890336016487743568E0be1e965d9f&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2
15:55,06:10+2,CMN,SYD,"2 escalesCDG, AUH",29h 15min,Air France,2307.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.249323.d91a00b4286b41ad557119fe010a573a&h=688927da686b&sub=F-6890336014457678143E0be1e965d9f&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
15:55,05:10+2,CMN,SYD,"2 escalesCDG, SIN",28h 15min,Air France,2665.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.287963.76e96f39b20504d8ed39cf6a2b27be57&h=df4a0a80d7b4&sub=F-6890336016986471547E01344bdcb82&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
15:55,05:10+2,CMN,SYD,"2 escalesCDG, SIN",28h 15min,Air France,2665.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.287963.82aaeaba7685801dd2b86c6194181c63&h=6b68d76efe35&sub=F-6890336015937898809E01344bdcb82&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6
15:55,06:10+2,CMN,SYD,"2 escalesCDG, AUH",29h 15min,Air France,2738.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.295840.3a058ef2069c6879ecdc8198a8149cf4&h=6d40ae4c9333&sub=F-6890336017306975744E015f7a51ec8&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7
15:55,05:10+2,CMN,SYD,"2 escalesCDG, SIN",28h 15min,Air France,2665.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.287963.dfa54b54095a06d985c5c90033fb0f89&h=a6aa07799c54&sub=F-6890336016396473252E01344bdcb82&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8
15:55,05:10+2,CMN,SYD,"2 escalesCDG, SIN",28h 15min,Air France,2675.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.289105.d377415ac5aea5a3d4064ecd694017fb&h=2267ef4fd59f&sub=F-6890336017399609677E01344bdcb82&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9
15:55,06:10+2,CMN,SYD,"2 escalesCDG, AUH",29h 15min,Air France,2867.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.309798.9c187abf96e7e9de78f6986f64237824&h=8f1e647ef1fe&sub=F-6890336017201994084E0b74c88d3e6&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10
15:55,05:10+2,CMN,SYD,"2 escalesCDG, SIN",28h 15min,Air France,3106.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.335623.7346189de48c832d0803d03cf1112b54&h=71f990363f06&sub=F-6890336017271011734E0ac2e781cdf&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11
07:30,06:10+2,CMN,SYD,"2 escalesCDG, AUH",37h 40min,Air France,2783.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.300711.4d67f9239270a5ec23fb09f33a4b8e11&h=b68c56510997&sub=F-6890336015595931657E02fad0fe68a&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M12
07:30,06:10+2,CMN,SYD,"2 escalesCDG, AUH",37h 40min,Air France,2783.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.300711.012df67d2f5e09ac26a67d20a2d15363&h=fb4afeefa706&sub=F-6890336017139819449E02fad0fe68a&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
15:55,05:10+2,CMN,SYD,"2 escalesCDG, SIN",28h 15min,Air France,3235.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.349580.627b8b11cce9d2bfa1f093a5633fc969&h=9cbd79a35159&sub=F4468712420438182779E0fa2b9a49fa&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14
07:30,06:10+2,CMN,SYD,"2 escalesCDG, AUH",37h 40min,Air France,3224.0,Light,https://www.kayak.fr/book/flight?code=XlEiApQ8EA.scU5lTLQcTc.348371.19239fb1873b57c9ca897eb7393a6e5b&h=0e4c26f66a99&sub=F4468712419903346208E034fad4d15f&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M15
